original_inventory_sector,start_time,end_time,gas,emissions_quantity,emissions_factor,emissions_factor_units,capacity,capacity_units,activity,activity_units,source_name
road-transportation,1/1/2021,12/31/2021,n2o,0.331460164,5.77E-09,T of N2O per VKT,82.00182462,km,57400000,vehicle km traveled (VKT),Khairpur Nathan Shah Urban Area in Hyderabad Division
road-transportation,1/1/2021,12/31/2021,co2,9858.893865,0.000171761,T of CO2 per VKT,82.00182462,km,57400000,vehicle km traveled (VKT),Khairpur Nathan Shah Urban Area in Hyderabad Division
road-transportation,1/1/2021,12/31/2021,ch4,1.207929729,2.10E-08,T of CH4 per VKT,82.00182462,km,57400000,vehicle km traveled (VKT),Khairpur Nathan Shah Urban Area in Hyderabad Division
road-transportation,1/1/2022,12/31/2022,n2o,0.361253719,5.77E-09,T of N2O per VKT,83.41648229,km,62600000,vehicle km traveled (VKT),Khairpur Nathan Shah Urban Area in Hyderabad Division
road-transportation,1/1/2022,12/31/2022,co2,10745.06822,0.000171761,T of CO2 per VKT,83.41648229,km,62600000,vehicle km traveled (VKT),Khairpur Nathan Shah Urban Area in Hyderabad Division
road-transportation,1/1/2022,12/31/2022,ch4,1.316505434,2.10E-08,T of CH4 per VKT,83.41648229,km,62600000,vehicle km traveled (VKT),Khairpur Nathan Shah Urban Area in Hyderabad Division
road-transportation,1/1/2021,12/31/2021,n2o,0.35824461,5.77E-09,T of N2O per VKT,44.35307988,km,62000000,vehicle km traveled (VKT),Mardan Urban Area in Peshawar Division
road-transportation,1/1/2021,12/31/2021,co2,10655.5658,0.000171761,T of CO2 per VKT,44.35307988,km,62000000,vehicle km traveled (VKT),Mardan Urban Area in Peshawar Division
road-transportation,1/1/2021,12/31/2021,ch4,1.305539434,2.10E-08,T of CH4 per VKT,44.35307988,km,62000000,vehicle km traveled (VKT),Mardan Urban Area in Peshawar Division
road-transportation,1/1/2022,12/31/2022,n2o,0.361182749,5.77E-09,T of N2O per VKT,49.53825581,km,62500000,vehicle km traveled (VKT),Mardan Urban Area in Peshawar Division
road-transportation,1/1/2022,12/31/2022,co2,10742.95731,0.000171761,T of CO2 per VKT,49.53825581,km,62500000,vehicle km traveled (VKT),Mardan Urban Area in Peshawar Division
road-transportation,1/1/2022,12/31/2022,ch4,1.316246801,2.10E-08,T of CH4 per VKT,49.53825581,km,62500000,vehicle km traveled (VKT),Mardan Urban Area in Peshawar Division
road-transportation,1/1/2021,12/31/2021,n2o,0.174595583,5.77E-09,T of N2O per VKT,52.94037355,km,30200000,vehicle km traveled (VKT),Dera Allah Yaar Urban Area in Nasirabad Division
road-transportation,1/1/2021,12/31/2021,co2,5193.140851,0.000171761,T of CO2 per VKT,52.94037355,km,30200000,vehicle km traveled (VKT),Dera Allah Yaar Urban Area in Nasirabad Division
road-transportation,1/1/2021,12/31/2021,ch4,0.636273126,2.10E-08,T of CH4 per VKT,52.94037355,km,30200000,vehicle km traveled (VKT),Dera Allah Yaar Urban Area in Nasirabad Division
road-transportation,1/1/2022,12/31/2022,n2o,0.351457159,5.77E-09,T of N2O per VKT,103.1368432,km,60900000,vehicle km traveled (VKT),Dera Allah Yaar Urban Area in Nasirabad Division
road-transportation,1/1/2022,12/31/2022,co2,10453.68103,0.000171761,T of CO2 per VKT,103.1368432,km,60900000,vehicle km traveled (VKT),Dera Allah Yaar Urban Area in Nasirabad Division
road-transportation,1/1/2022,12/31/2022,ch4,1.280804142,2.10E-08,T of CH4 per VKT,103.1368432,km,60900000,vehicle km traveled (VKT),Dera Allah Yaar Urban Area in Nasirabad Division
road-transportation,1/1/2021,12/31/2021,n2o,0.277073999,5.77E-09,T of N2O per VKT,92.97700705,km,48000000,vehicle km traveled (VKT),Alipur Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2021,12/31/2021,co2,8241.241174,0.000171761,T of CO2 per VKT,92.97700705,km,48000000,vehicle km traveled (VKT),Alipur Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2021,12/31/2021,ch4,1.009731959,2.10E-08,T of CH4 per VKT,92.97700705,km,48000000,vehicle km traveled (VKT),Alipur Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2022,12/31/2022,n2o,0.337674872,5.77E-09,T of N2O per VKT,100.1644093,km,58500000,vehicle km traveled (VKT),Alipur Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2022,12/31/2022,co2,10043.74305,0.000171761,T of CO2 per VKT,100.1644093,km,58500000,vehicle km traveled (VKT),Alipur Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2022,12/31/2022,ch4,1.23057779,2.10E-08,T of CH4 per VKT,100.1644093,km,58500000,vehicle km traveled (VKT),Alipur Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2021,12/31/2021,n2o,0.323141874,5.77E-09,T of N2O per VKT,69.36836623,km,56000000,vehicle km traveled (VKT),Surab Urban Area in Kalat Division
road-transportation,1/1/2021,12/31/2021,co2,9611.476068,0.000171761,T of CO2 per VKT,69.36836623,km,56000000,vehicle km traveled (VKT),Surab Urban Area in Kalat Division
road-transportation,1/1/2021,12/31/2021,ch4,1.177615648,2.10E-08,T of CH4 per VKT,69.36836623,km,56000000,vehicle km traveled (VKT),Surab Urban Area in Kalat Division
road-transportation,1/1/2022,12/31/2022,n2o,0.335084898,5.77E-09,T of N2O per VKT,95.82013627,km,58000000,vehicle km traveled (VKT),Surab Urban Area in Kalat Division
road-transportation,1/1/2022,12/31/2022,co2,9966.707326,0.000171761,T of CO2 per VKT,95.82013627,km,58000000,vehicle km traveled (VKT),Surab Urban Area in Kalat Division
road-transportation,1/1/2022,12/31/2022,ch4,1.221139232,2.10E-08,T of CH4 per VKT,95.82013627,km,58000000,vehicle km traveled (VKT),Surab Urban Area in Kalat Division
road-transportation,1/1/2021,12/31/2021,n2o,0.31539082,5.77E-09,T of N2O per VKT,35.46268826,km,54600000,vehicle km traveled (VKT),Rawalakot Urban Area in Azad Kashmir Division
road-transportation,1/1/2021,12/31/2021,co2,9380.93008,0.000171761,T of CO2 per VKT,35.46268826,km,54600000,vehicle km traveled (VKT),Rawalakot Urban Area in Azad Kashmir Division
road-transportation,1/1/2021,12/31/2021,ch4,1.149368731,2.10E-08,T of CH4 per VKT,35.46268826,km,54600000,vehicle km traveled (VKT),Rawalakot Urban Area in Azad Kashmir Division
road-transportation,1/1/2022,12/31/2022,n2o,0.316158413,5.77E-09,T of N2O per VKT,35.5911923,km,54700000,vehicle km traveled (VKT),Rawalakot Urban Area in Azad Kashmir Division
road-transportation,1/1/2022,12/31/2022,co2,9403.76123,0.000171761,T of CO2 per VKT,35.5911923,km,54700000,vehicle km traveled (VKT),Rawalakot Urban Area in Azad Kashmir Division
road-transportation,1/1/2022,12/31/2022,ch4,1.152166045,2.10E-08,T of CH4 per VKT,35.5911923,km,54700000,vehicle km traveled (VKT),Rawalakot Urban Area in Azad Kashmir Division
road-transportation,1/1/2021,12/31/2021,n2o,0.255025016,5.77E-09,T of N2O per VKT,57.58784702,km,44200000,vehicle km traveled (VKT),Hub Urban Area in Karachi Division
road-transportation,1/1/2021,12/31/2021,co2,7585.420017,0.000171761,T of CO2 per VKT,57.58784702,km,44200000,vehicle km traveled (VKT),Hub Urban Area in Karachi Division
road-transportation,1/1/2021,12/31/2021,ch4,0.92937955,2.10E-08,T of CH4 per VKT,57.58784702,km,44200000,vehicle km traveled (VKT),Hub Urban Area in Karachi Division
road-transportation,1/1/2022,12/31/2022,n2o,0.310439304,5.77E-09,T of N2O per VKT,61.00087875,km,53800000,vehicle km traveled (VKT),Hub Urban Area in Karachi Division
road-transportation,1/1/2022,12/31/2022,co2,9233.653045,0.000171761,T of CO2 per VKT,61.00087875,km,53800000,vehicle km traveled (VKT),Hub Urban Area in Karachi Division
road-transportation,1/1/2022,12/31/2022,ch4,1.131324079,2.10E-08,T of CH4 per VKT,61.00087875,km,53800000,vehicle km traveled (VKT),Hub Urban Area in Karachi Division
road-transportation,1/1/2021,12/31/2021,n2o,0.28005792,5.77E-09,T of N2O per VKT,98.26283845,km,48500000,vehicle km traveled (VKT),Ghāzi Urban Area in Hazara Division
road-transportation,1/1/2021,12/31/2021,co2,8329.994406,0.000171761,T of CO2 per VKT,98.26283845,km,48500000,vehicle km traveled (VKT),Ghāzi Urban Area in Hazara Division
road-transportation,1/1/2021,12/31/2021,ch4,1.020606168,2.10E-08,T of CH4 per VKT,98.26283845,km,48500000,vehicle km traveled (VKT),Ghāzi Urban Area in Hazara Division
road-transportation,1/1/2022,12/31/2022,n2o,0.310043936,5.77E-09,T of N2O per VKT,107.4989662,km,53700000,vehicle km traveled (VKT),Ghāzi Urban Area in Hazara Division
road-transportation,1/1/2022,12/31/2022,co2,9221.893267,0.000171761,T of CO2 per VKT,107.4989662,km,53700000,vehicle km traveled (VKT),Ghāzi Urban Area in Hazara Division
road-transportation,1/1/2022,12/31/2022,ch4,1.129883249,2.10E-08,T of CH4 per VKT,107.4989662,km,53700000,vehicle km traveled (VKT),Ghāzi Urban Area in Hazara Division
road-transportation,1/1/2021,12/31/2021,n2o,0.262239858,5.77E-09,T of N2O per VKT,75.85828951,km,45400000,vehicle km traveled (VKT),Zafarwal Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,co2,7800.017043,0.000171761,T of CO2 per VKT,75.85828951,km,45400000,vehicle km traveled (VKT),Zafarwal Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,ch4,0.955672371,2.10E-08,T of CH4 per VKT,75.85828951,km,45400000,vehicle km traveled (VKT),Zafarwal Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,n2o,0.275897951,5.77E-09,T of N2O per VKT,76.73413237,km,47800000,vehicle km traveled (VKT),Zafarwal Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,co2,8206.260983,0.000171761,T of CO2 per VKT,76.73413237,km,47800000,vehicle km traveled (VKT),Zafarwal Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,ch4,1.005446122,2.10E-08,T of CH4 per VKT,76.73413237,km,47800000,vehicle km traveled (VKT),Zafarwal Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,n2o,0.243684173,5.77E-09,T of N2O per VKT,46.83256906,km,42200000,vehicle km traveled (VKT),Qila Didar Singh Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,co2,7248.09995,0.000171761,T of CO2 per VKT,46.83256906,km,42200000,vehicle km traveled (VKT),Qila Didar Singh Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,ch4,0.888050478,2.10E-08,T of CH4 per VKT,46.83256906,km,42200000,vehicle km traveled (VKT),Qila Didar Singh Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,n2o,0.270528023,5.77E-09,T of N2O per VKT,53.00882476,km,46800000,vehicle km traveled (VKT),Qila Didar Singh Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,co2,8046.538777,0.000171761,T of CO2 per VKT,53.00882476,km,46800000,vehicle km traveled (VKT),Qila Didar Singh Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,ch4,0.985876665,2.10E-08,T of CH4 per VKT,53.00882476,km,46800000,vehicle km traveled (VKT),Qila Didar Singh Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,n2o,0.263092731,5.77E-09,T of N2O per VKT,26.19660898,km,45600000,vehicle km traveled (VKT),Besham Urban Area in Hazara Division
road-transportation,1/1/2021,12/31/2021,co2,7825.384757,0.000171761,T of CO2 per VKT,26.19660898,km,45600000,vehicle km traveled (VKT),Besham Urban Area in Hazara Division
road-transportation,1/1/2021,12/31/2021,ch4,0.95878047,2.10E-08,T of CH4 per VKT,26.19660898,km,45600000,vehicle km traveled (VKT),Besham Urban Area in Hazara Division
road-transportation,1/1/2022,12/31/2022,n2o,0.268920097,5.77E-09,T of N2O per VKT,26.75983793,km,46600000,vehicle km traveled (VKT),Besham Urban Area in Hazara Division
road-transportation,1/1/2022,12/31/2022,co2,7998.712904,0.000171761,T of CO2 per VKT,26.75983793,km,46600000,vehicle km traveled (VKT),Besham Urban Area in Hazara Division
road-transportation,1/1/2022,12/31/2022,ch4,0.980016952,2.10E-08,T of CH4 per VKT,26.75983793,km,46600000,vehicle km traveled (VKT),Besham Urban Area in Hazara Division
road-transportation,1/1/2021,12/31/2021,n2o,0.223374086,5.77E-09,T of N2O per VKT,59.73336349,km,38700000,vehicle km traveled (VKT),N/A Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,co2,6644.000221,0.000171761,T of CO2 per VKT,59.73336349,km,38700000,vehicle km traveled (VKT),N/A Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,ch4,0.814035073,2.10E-08,T of CH4 per VKT,59.73336349,km,38700000,vehicle km traveled (VKT),N/A Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,n2o,0.265868588,5.77E-09,T of N2O per VKT,71.91476916,km,46000000,vehicle km traveled (VKT),N/A Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,co2,7907.949348,0.000171761,T of CO2 per VKT,71.91476916,km,46000000,vehicle km traveled (VKT),N/A Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,ch4,0.968896435,2.10E-08,T of CH4 per VKT,71.91476916,km,46000000,vehicle km traveled (VKT),N/A Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,n2o,0.218307736,5.77E-09,T of N2O per VKT,61.48903882,km,37800000,vehicle km traveled (VKT),Kot Najib Ullah Urban Area in Hazara Division
road-transportation,1/1/2021,12/31/2021,co2,6493.307604,0.000171761,T of CO2 per VKT,61.48903882,km,37800000,vehicle km traveled (VKT),Kot Najib Ullah Urban Area in Hazara Division
road-transportation,1/1/2021,12/31/2021,ch4,0.795571938,2.10E-08,T of CH4 per VKT,61.48903882,km,37800000,vehicle km traveled (VKT),Kot Najib Ullah Urban Area in Hazara Division
road-transportation,1/1/2022,12/31/2022,n2o,0.262765188,5.77E-09,T of N2O per VKT,67.1362982,km,45500000,vehicle km traveled (VKT),Kot Najib Ullah Urban Area in Hazara Division
road-transportation,1/1/2022,12/31/2022,co2,7815.642363,0.000171761,T of CO2 per VKT,67.1362982,km,45500000,vehicle km traveled (VKT),Kot Najib Ullah Urban Area in Hazara Division
road-transportation,1/1/2022,12/31/2022,ch4,0.957586814,2.10E-08,T of CH4 per VKT,67.1362982,km,45500000,vehicle km traveled (VKT),Kot Najib Ullah Urban Area in Hazara Division
road-transportation,1/1/2021,12/31/2021,n2o,0.242666757,5.77E-09,T of N2O per VKT,44.99527576,km,42000000,vehicle km traveled (VKT),Matiari Urban Area in Hyderabad Division
road-transportation,1/1/2021,12/31/2021,co2,7217.838108,0.000171761,T of CO2 per VKT,44.99527576,km,42000000,vehicle km traveled (VKT),Matiari Urban Area in Hyderabad Division
road-transportation,1/1/2021,12/31/2021,ch4,0.884342742,2.10E-08,T of CH4 per VKT,44.99527576,km,42000000,vehicle km traveled (VKT),Matiari Urban Area in Hyderabad Division
road-transportation,1/1/2022,12/31/2022,n2o,0.259165163,5.77E-09,T of N2O per VKT,47.83461066,km,44900000,vehicle km traveled (VKT),Matiari Urban Area in Hyderabad Division
road-transportation,1/1/2022,12/31/2022,co2,7708.563853,0.000171761,T of CO2 per VKT,47.83461066,km,44900000,vehicle km traveled (VKT),Matiari Urban Area in Hyderabad Division
road-transportation,1/1/2022,12/31/2022,ch4,0.944467359,2.10E-08,T of CH4 per VKT,47.83461066,km,44900000,vehicle km traveled (VKT),Matiari Urban Area in Hyderabad Division
road-transportation,1/1/2021,12/31/2021,n2o,0.130788682,5.77E-09,T of N2O per VKT,23.164178,km,22600000,vehicle km traveled (VKT),Nasirabad Urban Area in Larkana Division
road-transportation,1/1/2021,12/31/2021,co2,3890.155969,0.000171761,T of CO2 per VKT,23.164178,km,22600000,vehicle km traveled (VKT),Nasirabad Urban Area in Larkana Division
road-transportation,1/1/2021,12/31/2021,ch4,0.476629033,2.10E-08,T of CH4 per VKT,23.164178,km,22600000,vehicle km traveled (VKT),Nasirabad Urban Area in Larkana Division
road-transportation,1/1/2022,12/31/2022,n2o,0.250116306,5.77E-09,T of N2O per VKT,39.43669246,km,43300000,vehicle km traveled (VKT),Nasirabad Urban Area in Larkana Division
road-transportation,1/1/2022,12/31/2022,co2,7439.416209,0.000171761,T of CO2 per VKT,39.43669246,km,43300000,vehicle km traveled (VKT),Nasirabad Urban Area in Larkana Division
road-transportation,1/1/2022,12/31/2022,ch4,0.911490896,2.10E-08,T of CH4 per VKT,39.43669246,km,43300000,vehicle km traveled (VKT),Nasirabad Urban Area in Larkana Division
road-transportation,1/1/2021,12/31/2021,n2o,0.228258601,5.77E-09,T of N2O per VKT,63.51588864,km,39500000,vehicle km traveled (VKT),Parachinar Urban Area in F.A.T.A. Division
road-transportation,1/1/2021,12/31/2021,co2,6789.284412,0.000171761,T of CO2 per VKT,63.51588864,km,39500000,vehicle km traveled (VKT),Parachinar Urban Area in F.A.T.A. Division
road-transportation,1/1/2021,12/31/2021,ch4,0.831835558,2.10E-08,T of CH4 per VKT,63.51588864,km,39500000,vehicle km traveled (VKT),Parachinar Urban Area in F.A.T.A. Division
road-transportation,1/1/2022,12/31/2022,n2o,0.242625594,5.77E-09,T of N2O per VKT,67.27778297,km,42000000,vehicle km traveled (VKT),Parachinar Urban Area in F.A.T.A. Division
road-transportation,1/1/2022,12/31/2022,co2,7216.613751,0.000171761,T of CO2 per VKT,67.27778297,km,42000000,vehicle km traveled (VKT),Parachinar Urban Area in F.A.T.A. Division
road-transportation,1/1/2022,12/31/2022,ch4,0.884192731,2.10E-08,T of CH4 per VKT,67.27778297,km,42000000,vehicle km traveled (VKT),Parachinar Urban Area in F.A.T.A. Division
road-transportation,1/1/2021,12/31/2021,n2o,0.226404248,5.77E-09,T of N2O per VKT,58.04800909,km,39200000,vehicle km traveled (VKT),Ali Pur Chatha Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,co2,6734.128838,0.000171761,T of CO2 per VKT,58.04800909,km,39200000,vehicle km traveled (VKT),Ali Pur Chatha Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,ch4,0.825077796,2.10E-08,T of CH4 per VKT,58.04800909,km,39200000,vehicle km traveled (VKT),Ali Pur Chatha Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,n2o,0.237941232,5.77E-09,T of N2O per VKT,61.53488105,km,41200000,vehicle km traveled (VKT),Ali Pur Chatha Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,co2,7077.282911,0.000171761,T of CO2 per VKT,61.53488105,km,41200000,vehicle km traveled (VKT),Ali Pur Chatha Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,ch4,0.867121662,2.10E-08,T of CH4 per VKT,61.53488105,km,41200000,vehicle km traveled (VKT),Ali Pur Chatha Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,n2o,0.212030727,5.77E-09,T of N2O per VKT,56.06707282,km,36700000,vehicle km traveled (VKT),Shergarh Urban Area in Mardan Division
road-transportation,1/1/2021,12/31/2021,co2,6306.605321,0.000171761,T of CO2 per VKT,56.06707282,km,36700000,vehicle km traveled (VKT),Shergarh Urban Area in Mardan Division
road-transportation,1/1/2021,12/31/2021,ch4,0.772696832,2.10E-08,T of CH4 per VKT,56.06707282,km,36700000,vehicle km traveled (VKT),Shergarh Urban Area in Mardan Division
road-transportation,1/1/2022,12/31/2022,n2o,0.228381554,5.77E-09,T of N2O per VKT,56.59722309,km,39500000,vehicle km traveled (VKT),Shergarh Urban Area in Mardan Division
road-transportation,1/1/2022,12/31/2022,co2,6792.941499,0.000171761,T of CO2 per VKT,56.59722309,km,39500000,vehicle km traveled (VKT),Shergarh Urban Area in Mardan Division
road-transportation,1/1/2022,12/31/2022,ch4,0.832283631,2.10E-08,T of CH4 per VKT,56.59722309,km,39500000,vehicle km traveled (VKT),Shergarh Urban Area in Mardan Division
road-transportation,1/1/2021,12/31/2021,n2o,0.184635893,5.77E-09,T of N2O per VKT,63.33871719,km,32000000,vehicle km traveled (VKT),Thul Urban Area in Larkana Division
road-transportation,1/1/2021,12/31/2021,co2,5491.778096,0.000171761,T of CO2 per VKT,63.33871719,km,32000000,vehicle km traveled (VKT),Thul Urban Area in Larkana Division
road-transportation,1/1/2021,12/31/2021,ch4,0.672862708,2.10E-08,T of CH4 per VKT,63.33871719,km,32000000,vehicle km traveled (VKT),Thul Urban Area in Larkana Division
road-transportation,1/1/2022,12/31/2022,n2o,0.216744358,5.77E-09,T of N2O per VKT,75.17326244,km,37500000,vehicle km traveled (VKT),Thul Urban Area in Larkana Division
road-transportation,1/1/2022,12/31/2022,co2,6446.806741,0.000171761,T of CO2 per VKT,75.17326244,km,37500000,vehicle km traveled (VKT),Thul Urban Area in Larkana Division
road-transportation,1/1/2022,12/31/2022,ch4,0.789874567,2.10E-08,T of CH4 per VKT,75.17326244,km,37500000,vehicle km traveled (VKT),Thul Urban Area in Larkana Division
road-transportation,1/1/2021,12/31/2021,n2o,0.193397344,5.77E-09,T of N2O per VKT,53.75040309,km,33500000,vehicle km traveled (VKT),Farzand Urban Area in Mirpur Khas Division
road-transportation,1/1/2021,12/31/2021,co2,5752.377196,0.000171761,T of CO2 per VKT,53.75040309,km,33500000,vehicle km traveled (VKT),Farzand Urban Area in Mirpur Khas Division
road-transportation,1/1/2021,12/31/2021,ch4,0.704791787,2.10E-08,T of CH4 per VKT,53.75040309,km,33500000,vehicle km traveled (VKT),Farzand Urban Area in Mirpur Khas Division
road-transportation,1/1/2022,12/31/2022,n2o,0.213450832,5.77E-09,T of N2O per VKT,64.56684201,km,37000000,vehicle km traveled (VKT),Farzand Urban Area in Mirpur Khas Division
road-transportation,1/1/2022,12/31/2022,co2,6348.844668,0.000171761,T of CO2 per VKT,64.56684201,km,37000000,vehicle km traveled (VKT),Farzand Urban Area in Mirpur Khas Division
road-transportation,1/1/2022,12/31/2022,ch4,0.777872074,2.10E-08,T of CH4 per VKT,64.56684201,km,37000000,vehicle km traveled (VKT),Farzand Urban Area in Mirpur Khas Division
road-transportation,1/1/2021,12/31/2021,n2o,0.197160107,5.77E-09,T of N2O per VKT,41.52816866,km,34100000,vehicle km traveled (VKT),Ghauspur Urban Area in Larkana Division
road-transportation,1/1/2021,12/31/2021,co2,5864.296179,0.000171761,T of CO2 per VKT,41.52816866,km,34100000,vehicle km traveled (VKT),Ghauspur Urban Area in Larkana Division
road-transportation,1/1/2021,12/31/2021,ch4,0.718504306,2.10E-08,T of CH4 per VKT,41.52816866,km,34100000,vehicle km traveled (VKT),Ghauspur Urban Area in Larkana Division
road-transportation,1/1/2022,12/31/2022,n2o,0.212217267,5.77E-09,T of N2O per VKT,47.05806745,km,36700000,vehicle km traveled (VKT),Ghauspur Urban Area in Larkana Division
road-transportation,1/1/2022,12/31/2022,co2,6312.153744,0.000171761,T of CO2 per VKT,47.05806745,km,36700000,vehicle km traveled (VKT),Ghauspur Urban Area in Larkana Division
road-transportation,1/1/2022,12/31/2022,ch4,0.773376635,2.10E-08,T of CH4 per VKT,47.05806745,km,36700000,vehicle km traveled (VKT),Ghauspur Urban Area in Larkana Division
road-transportation,1/1/2021,12/31/2021,n2o,0.171868557,5.77E-09,T of N2O per VKT,43.45970862,km,29800000,vehicle km traveled (VKT),Jand Urban Area in Rawalpindi Division
road-transportation,1/1/2021,12/31/2021,co2,5112.02868,0.000171761,T of CO2 per VKT,43.45970862,km,29800000,vehicle km traveled (VKT),Jand Urban Area in Rawalpindi Division
road-transportation,1/1/2021,12/31/2021,ch4,0.626335115,2.10E-08,T of CH4 per VKT,43.45970862,km,29800000,vehicle km traveled (VKT),Jand Urban Area in Rawalpindi Division
road-transportation,1/1/2022,12/31/2022,n2o,0.203703492,5.77E-09,T of N2O per VKT,47.09972241,km,35300000,vehicle km traveled (VKT),Jand Urban Area in Rawalpindi Division
road-transportation,1/1/2022,12/31/2022,co2,6058.921493,0.000171761,T of CO2 per VKT,47.09972241,km,35300000,vehicle km traveled (VKT),Jand Urban Area in Rawalpindi Division
road-transportation,1/1/2022,12/31/2022,ch4,0.742350156,2.10E-08,T of CH4 per VKT,47.09972241,km,35300000,vehicle km traveled (VKT),Jand Urban Area in Rawalpindi Division
road-transportation,1/1/2021,12/31/2021,n2o,0.167577078,5.77E-09,T of N2O per VKT,52.86281892,km,29000000,vehicle km traveled (VKT),Bakhshali Urban Area in Mardan Division
road-transportation,1/1/2021,12/31/2021,co2,4984.383675,0.000171761,T of CO2 per VKT,52.86281892,km,29000000,vehicle km traveled (VKT),Bakhshali Urban Area in Mardan Division
road-transportation,1/1/2021,12/31/2021,ch4,0.610695815,2.10E-08,T of CH4 per VKT,52.86281892,km,29000000,vehicle km traveled (VKT),Bakhshali Urban Area in Mardan Division
road-transportation,1/1/2022,12/31/2022,n2o,0.192330719,5.77E-09,T of N2O per VKT,55.21707318,km,33300000,vehicle km traveled (VKT),Bakhshali Urban Area in Mardan Division
road-transportation,1/1/2022,12/31/2022,co2,5720.651692,0.000171761,T of CO2 per VKT,55.21707318,km,33300000,vehicle km traveled (VKT),Bakhshali Urban Area in Mardan Division
road-transportation,1/1/2022,12/31/2022,ch4,0.700904721,2.10E-08,T of CH4 per VKT,55.21707318,km,33300000,vehicle km traveled (VKT),Bakhshali Urban Area in Mardan Division
road-transportation,1/1/2021,12/31/2021,n2o,0.193698384,5.77E-09,T of N2O per VKT,54.36496851,km,33500000,vehicle km traveled (VKT),Bagh Urban Area in Azad Kashmir Division
road-transportation,1/1/2021,12/31/2021,co2,5761.331288,0.000171761,T of CO2 per VKT,54.36496851,km,33500000,vehicle km traveled (VKT),Bagh Urban Area in Azad Kashmir Division
road-transportation,1/1/2021,12/31/2021,ch4,0.705888859,2.10E-08,T of CH4 per VKT,54.36496851,km,33500000,vehicle km traveled (VKT),Bagh Urban Area in Azad Kashmir Division
road-transportation,1/1/2022,12/31/2022,n2o,0.186259257,5.77E-09,T of N2O per VKT,54.36496851,km,32300000,vehicle km traveled (VKT),Bagh Urban Area in Azad Kashmir Division
road-transportation,1/1/2022,12/31/2022,co2,5540.063157,0.000171761,T of CO2 per VKT,54.36496851,km,32300000,vehicle km traveled (VKT),Bagh Urban Area in Azad Kashmir Division
road-transportation,1/1/2022,12/31/2022,ch4,0.678778683,2.10E-08,T of CH4 per VKT,54.36496851,km,32300000,vehicle km traveled (VKT),Bagh Urban Area in Azad Kashmir Division
road-transportation,1/1/2021,12/31/2021,n2o,0.164781783,5.77E-09,T of N2O per VKT,34.68798575,km,28500000,vehicle km traveled (VKT),Garhi Habibullah Urban Area in Hazara Division
road-transportation,1/1/2021,12/31/2021,co2,4901.240875,0.000171761,T of CO2 per VKT,34.68798575,km,28500000,vehicle km traveled (VKT),Garhi Habibullah Urban Area in Hazara Division
road-transportation,1/1/2021,12/31/2021,ch4,0.600509007,2.10E-08,T of CH4 per VKT,34.68798575,km,28500000,vehicle km traveled (VKT),Garhi Habibullah Urban Area in Hazara Division
road-transportation,1/1/2022,12/31/2022,n2o,0.172706137,5.77E-09,T of N2O per VKT,34.68798575,km,29900000,vehicle km traveled (VKT),Garhi Habibullah Urban Area in Hazara Division
road-transportation,1/1/2022,12/31/2022,co2,5136.941497,0.000171761,T of CO2 per VKT,34.68798575,km,29900000,vehicle km traveled (VKT),Garhi Habibullah Urban Area in Hazara Division
road-transportation,1/1/2022,12/31/2022,ch4,0.629387479,2.10E-08,T of CH4 per VKT,34.68798575,km,29900000,vehicle km traveled (VKT),Garhi Habibullah Urban Area in Hazara Division
